driver,fp3_pos,race_pos
Charles  Leclerc  LEC,1,3
Sebastian  Vettel  VET,2,16
Lewis  Hamilton  HAM,3,1
Pierre  Gasly  GAS,4,4
Max  Verstappen  VER,5,5
Valtteri  Bottas  BOT,6,2
Lando  Norris  NOR,7,11
Nico  Hulkenberg  HUL,8,10
Daniel  Ricciardo  RIC,9,7
Alexander  Albon  ALB,10,12
Carlos  Sainz  SAI,12,6
Daniil  Kvyat  KVY,13,9
Kimi  Räikkönen  RAI,16,8
Lance  Stroll  STR,17,13
Sergio  Perez  PER,18,17
George  Russell  RUS,19,14
Robert  Kubica  KUB,20,15
