driver,fp3_pos,race_pos
Valtteri  Bottas  BOT,1,2
Sebastian  Vettel  VET,2,3
Charles  Leclerc  LEC,3,5
Lewis  Hamilton  HAM,4,1
Kimi  Räikkönen  RAI,6,9
Max  Verstappen  VER,7,4
Carlos  Sainz  SAI,8,14
Alexander  Albon  ALB,9,10
Lando  Norris  NOR,11,18
Sergio  Perez  PER,12,8
Daniel  Ricciardo  RIC,13,7
Lance  Stroll  STR,14,12
Pierre  Gasly  GAS,15,6
Antonio  Giovinazzi  GIO,16,15
Romain  Grosjean  GRO,17,11
Kevin  Magnussen  MAG,18,13
George  Russell  RUS,19,16
Robert  Kubica  KUB,20,17
