driver,fp3_pos,race_pos
Charles  Leclerc  LEC,1,2
Lewis  Hamilton  HAM,2,4
Sebastian  Vettel  VET,3,1
Valtteri  Bottas  BOT,4,5
Alexander  Albon  ALB,5,6
Max  Verstappen  VER,6,3
Carlos  Sainz  SAI,7,12
Lando  Norris  NOR,8,7
Nico  Hulkenberg  HUL,9,9
Daniel  Ricciardo  RIC,10,14
Lance  Stroll  STR,11,13
Pierre  Gasly  GAS,12,8
Antonio  Giovinazzi  GIO,16,10
Kevin  Magnussen  MAG,17,17
Romain  Grosjean  GRO,18,11
Robert  Kubica  KUB,19,16
Daniil  Kvyat  KVY,20,15
