std_increments,aprox_pos,probability
-3.0,6.14721107266436,0.006829061759139256
-2.9,6.2121079584775085,0.00917229285379639
-2.8,6.277004844290658,0.012196966747788408
-2.6999999999999997,6.341901730103807,0.016057680863803832
-2.5999999999999996,6.406798615916955,0.020930078637045425
-2.4999999999999996,6.471695501730104,0.027009463202958717
-2.3999999999999995,6.536592387543253,0.03450786584632323
-2.2999999999999994,6.6014892733564015,0.043649302099272445
-2.1999999999999993,6.666386159169551,0.054663012564840165
-2.099999999999999,6.7312830449827,0.06777458645252248
-1.9999999999999991,6.796179930795848,0.08319500363798502
-1.899999999999999,6.861076816608997,0.1011078019422964
-1.799999999999999,6.925973702422146,0.12165477173774997
-1.6999999999999988,6.990870588235294,0.1449207865654344
-1.5999999999999988,7.0557674740484435,0.1709185784335156
-1.4999999999999987,7.120664359861593,0.19957443880866535
-1.3999999999999986,7.185561245674741,0.23071594847685079
-1.2999999999999985,7.25045813148789,0.26406288976825854
-1.1999999999999984,7.315355017301039,0.2992224550532582
-1.0999999999999983,7.380251903114187,0.33568972424931326
-0.9999999999999982,7.4451487889273364,0.3728541385110932
-0.8999999999999981,7.510045674740486,0.4100123550841383
-0.799999999999998,7.574942560553634,0.446387448537305
-0.699999999999998,7.639839446366783,0.48115395593219024
-0.5999999999999979,7.704736332179932,0.513467786191191
-0.4999999999999978,7.769633217993081,0.5424995704385063
-0.3999999999999977,7.834530103806229,0.5674696646671886
-0.2999999999999976,7.8994269896193785,0.5876827688752537
-0.1999999999999975,7.964323875432528,0.6025600289994607
-0.09999999999999742,8.029220761245677,0.6116665576525788
2.6645352591003757e-15,8.094117647058825,0.6147325490318103
0.10000000000000275,8.159014532871973,0.6116665576525785
0.20000000000000284,8.223911418685123,0.6025600289994599
0.30000000000000293,8.288808304498271,0.5876827688752527
0.400000000000003,8.35370519031142,0.5674696646671876
0.5000000000000031,8.41860207612457,0.5424995704385044
0.6000000000000032,8.483498961937718,0.5134677861911894
0.7000000000000033,8.548395847750866,0.48115395593218885
0.8000000000000034,8.613292733564016,0.446387448537303
0.9000000000000035,8.678189619377164,0.4100123550841363
1.0000000000000036,8.743086505190313,0.3728541385110916
1.1000000000000032,8.807983391003463,0.3356897242493112
1.2000000000000037,8.87288027681661,0.2992224550532562
1.3000000000000043,8.93777716262976,0.2640628897682562
1.400000000000004,9.002674048442909,0.23071594847684898
1.5000000000000036,9.067570934256057,0.19957443880866377
1.600000000000004,9.132467820069206,0.17091857843351452
1.7000000000000046,9.197364705882356,0.14492078656543309
1.8000000000000043,9.262261591695504,0.12165477173774875
1.900000000000004,9.327158477508652,0.1011078019422956
2.0000000000000044,9.392055363321802,0.08319500363798406
2.100000000000005,9.45695224913495,0.06777458645252173
2.2000000000000046,9.521849134948098,0.0546630125648397
2.3000000000000043,9.586746020761248,0.0436493020992719
2.400000000000005,9.651642906574397,0.03450786584632279
2.5000000000000053,9.716539792387547,0.027009463202958273
2.600000000000005,9.781436678200695,0.020930078637045133
2.7000000000000046,9.846333564013843,0.016057680863803603
2.800000000000005,9.911230449826991,0.01219696674778827
2.9000000000000057,9.976127335640141,0.009172292853796251
3.0000000000000053,10.04102422145329,0.0068290617591391465
