driver,fp3_pos,race_pos
Lewis  Hamilton  HAM,1,1
Sebastian  Vettel  VET,2,5
Nico  Rosberg  ROS,3,3
Kimi  Räikkönen  RAI,4,2
Valtteri  Bottas  BOT,5,4
Felipe  Massa  MAS,6,10
Pastor  Maldonado  MAL,7,15
Daniel  Ricciardo  RIC,8,6
Nico  Hulkenberg  HUL,9,13
Felipe  Nasr  NAS,10,12
Daniil  Kvyat  KVY,12,9
Marcus  Ericsson  ERI,13,14
Sergio  Perez  PER,15,8
Fernando  Alonso  ALO,16,11
Romain  Grosjean  GRO,18,7
Will  Stevens  STE,19,16
Roberto  Merhi  MER,20,17
