driver,fp3_pos,race_pos
Lewis  Hamilton  HAM,1,6
Nico  Rosberg  ROS,2,8
Sebastian  Vettel  VET,3,1
Daniil  Kvyat  KVY,4,2
Max  Verstappen  VER,7,4
Fernando  Alonso  ALO,8,5
Daniel  Ricciardo  RIC,9,3
Romain  Grosjean  GRO,10,7
Pastor  Maldonado  MAL,11,14
Felipe  Massa  MAS,12,12
Jenson  Button  BUT,13,9
Valtteri  Bottas  BOT,14,13
Felipe  Nasr  NAS,17,11
Marcus  Ericsson  ERI,18,10
Will  Stevens  STE,19,16
Roberto  Merhi  MER,20,15
