driver,fp3_pos,race_pos
Nico  Rosberg  ROS,1,2
Kimi  Räikkönen  RAI,2,4
Romain  Grosjean  GRO,3,10
Valtteri  Bottas  BOT,4,3
Sergio  Perez  PER,5,11
Daniil  Kvyat  KVY,6,9
Felipe  Massa  MAS,7,6
Sebastian  Vettel  VET,8,5
Carlos  Sainz  SAI,9,12
Pastor  Maldonado  MAL,10,7
Marcus  Ericsson  ERI,11,14
Nico  Hulkenberg  HUL,12,8
Daniel  Ricciardo  RIC,13,13
Felipe  Nasr  NAS,14,16
Max  Verstappen  VER,16,15
Will  Stevens  STE,17,17
Lewis  Hamilton  HAM,20,1
