driver,fp3_pos,race_pos
Lewis  Hamilton  HAM,1,1
Sebastian  Vettel  VET,2,2
Nico  Rosberg  ROS,3,17
Valtteri  Bottas  BOT,4,4
Felipe  Massa  MAS,5,3
Kimi  Räikkönen  RAI,7,5
Sergio  Perez  PER,8,6
Marcus  Ericsson  ERI,9,9
Felipe  Nasr  NAS,11,13
Nico  Hulkenberg  HUL,12,7
Fernando  Alonso  ALO,13,18
Jenson  Button  BUT,14,14
Will  Stevens  STE,15,15
Max  Verstappen  VER,16,12
Daniil  Kvyat  KVY,17,10
Carlos  Sainz  SAI,18,11
Roberto  Merhi  MER,19,16
Daniel  Ricciardo  RIC,20,8
