driver,fp3_pos,race_pos
Max  Verstappen  VER,1,1
Lewis  Hamilton  HAM,2,4
Sebastian  Vettel  VET,3,2
Kimi  Räikkönen  RAI,5,3
Charles  Leclerc  LEC,6,7
Pierre  Gasly  GAS,8,10
Marcus  Ericsson  ERI,9,9
Nico  Hulkenberg  HUL,10,6
Esteban  Ocon  OCO,11,11
Romain  Grosjean  GRO,13,16
Stoffel  Vandoorne  VAN,14,8
Brendon  Hartley  HAR,16,14
Sergey  Sirotkin  SIR,17,13
Lance  Stroll  STR,18,12
Valtteri  Bottas  BOT,19,5
Kevin  Magnussen  MAG,20,15
