driver,fp3_pos,race_pos
Valtteri  Bottas  BOT,1,2
Lewis  Hamilton  HAM,2,4
Kimi  Räikkönen  RAI,3,3
Sebastian  Vettel  VET,4,1
Daniel  Ricciardo  RIC,5,6
Fernando  Alonso  ALO,6,8
Sergio  Perez  PER,7,9
Max  Verstappen  VER,9,5
Carlos  Sainz  SAI,10,11
Felipe  Massa  MAS,12,7
Nico  Hulkenberg  HUL,14,10
Romain  Grosjean  GRO,15,15
Pierre  Gasly  GAS,16,12
Pascal  Wehrlein  WEH,18,14
Marcus  Ericsson  ERI,19,13
Lance  Stroll  STR,20,16
