driver,fp3_pos,race_pos
Sebastian  Vettel  VET,1,4
Kimi  Räikkönen  RAI,2,7
Lewis  Hamilton  HAM,3,1
Valtteri  Bottas  BOT,5,2
Nico  Hulkenberg  HUL,6,8
Daniel  Ricciardo  RIC,8,3
Esteban  Ocon  OCO,9,6
Fernando  Alonso  ALO,12,16
Sergio  Perez  PER,13,5
Romain  Grosjean  GRO,14,10
Jolyon  Palmer  PAL,15,11
Stoffel  Vandoorne  VAN,16,14
Kevin  Magnussen  MAG,17,12
Lance  Stroll  STR,18,9
Marcus  Ericsson  ERI,19,13
Pascal  Wehrlein  WEH,20,15
