driver,fp3_pos,race_pos
Lewis  Hamilton  HAM,4,3
Sebastian  Vettel  VET,5,1
Valtteri  Bottas  BOT,6,2
Nico  Hulkenberg  HUL,7,6
Carlos  Sainz  SAI,8,11
Pierre  Gasly  GAS,9,4
Fernando  Alonso  ALO,10,7
Brendon  Hartley  HAR,11,17
Romain  Grosjean  GRO,12,13
Esteban  Ocon  OCO,13,10
Sergio  Perez  PER,14,16
Kevin  Magnussen  MAG,15,5
Marcus  Ericsson  ERI,16,9
Stoffel  Vandoorne  VAN,17,8
Charles  Leclerc  LEC,18,12
Sergey  Sirotkin  SIR,19,15
Lance  Stroll  STR,20,14
