driver,fp3_pos,race_pos
Nico  Rosberg  ROS,1,4
Lewis  Hamilton  HAM,2,1
Daniel  Ricciardo  RIC,3,2
Kimi  Räikkönen  RAI,4,6
Sebastian  Vettel  VET,5,5
Max  Verstappen  VER,6,3
Valtteri  Bottas  BOT,7,9
Fernando  Alonso  ALO,9,12
Nico  Hulkenberg  HUL,10,7
Carlos  Sainz  SAI,11,14
Sergio  Perez  PER,12,10
Esteban  Gutierrez GUT,13,11
Daniil  Kvyat  KVY,14,15
Kevin  Magnussen  MAG,15,16
Jolyon  Palmer  PAL,16,19
Marcus  Ericsson  ERI,17,18
Jenson  Button  BUT,19,8
Pascal  Wehrlein  WEH,20,17
