driver,fp3_pos,race_pos
Nico  Rosberg  ROS,1,1
Sebastian  Vettel  VET,2,3
Lewis  Hamilton  HAM,3,2
Valtteri  Bottas  BOT,4,4
Kimi  Räikkönen  RAI,5,5
Daniel  Ricciardo  RIC,6,7
Felipe  Massa  MAS,7,6
Max  Verstappen  VER,8,11
Daniil  Kvyat  KVY,9,10
Carlos  Sainz  SAI,10,9
Jenson  Button  BUT,11,16
Nico  Hulkenberg  HUL,12,15
Felipe  Nasr  NAS,13,12
Romain  Grosjean  GRO,15,8
Marcus  Ericsson  ERI,17,14
Sergio  Perez  PER,18,13
Will  Stevens  STE,19,17
Roberto  Merhi  MER,20,18
