driver,fp3_pos,race_pos
Lewis  Hamilton  HAM,1,2
Nico  Rosberg  ROS,2,1
Sebastian  Vettel  VET,3,3
Carlos  Sainz  SAI,4,9
Max  Verstappen  VER,6,10
Valtteri  Bottas  BOT,7,8
Daniel  Ricciardo  RIC,8,4
Felipe  Massa  MAS,9,5
Sergio  Perez  PER,10,13
Jenson  Button  BUT,12,14
Kevin  Magnussen  MAG,15,12
Nico  Hulkenberg  HUL,16,7
Jolyon  Palmer  PAL,17,11
Romain  Grosjean  GRO,19,6
Felipe  Nasr  NAS,20,15
