driver,fp3_pos,race_pos
Kimi  Räikkönen  RAI,2,2
Nico  Rosberg  ROS,3,1
Lewis  Hamilton  HAM,4,3
Valtteri  Bottas  BOT,5,9
Romain  Grosjean  GRO,6,5
Daniil  Kvyat  KVY,7,7
Felipe  Massa  MAS,9,8
Daniel  Ricciardo  RIC,10,4
Marcus  Ericsson  ERI,11,12
Kevin  Magnussen  MAG,12,11
Stoffel  Vandoorne  VAN,14,10
Max  Verstappen  VER,15,6
Felipe  Nasr  NAS,17,14
Nico  Hulkenberg  HUL,18,15
Sergio  Perez  PER,19,16
