driver,fp3_pos,race_pos
Nico  Rosberg  ROS,1,1
Lewis  Hamilton  HAM,2,3
Fernando  Alonso  ALO,3,5
Valtteri  Bottas  BOT,5,2
Kevin  Magnussen  MAG,6,9
Daniel  Ricciardo  RIC,7,6
Kimi  Räikkönen  RAI,8,11
Sebastian  Vettel  VET,9,4
Nico  Hulkenberg  HUL,10,7
Jean-Eric  Vergne  VER,12,13
Jenson  Button  BUT,13,8
Sergio  Perez  PER,14,10
Esteban  Gutierrez GUT,15,14
Jules  Bianchi  BIA,17,15
Pastor  Maldonado  MAL,18,12
Kamui  Kobayashi  KOB,20,16
