driver,fp3_pos,race_pos
Lewis  Hamilton  HAM,1,1
Valtteri  Bottas  BOT,2,2
Sebastian  Vettel  VET,3,3
Kimi  Räikkönen  RAI,4,4
Max  Verstappen  VER,5,5
Daniel  Ricciardo  RIC,6,6
Charles  Leclerc  LEC,7,7
Esteban  Ocon  OCO,8,9
Kevin  Magnussen  MAG,9,8
Sergio  Perez  PER,10,10
Carlos  Sainz  SAI,11,17
Romain  Grosjean  GRO,13,11
Nico  Hulkenberg  HUL,14,12
Marcus  Ericsson  ERI,15,13
Sergey  Sirotkin  SIR,17,18
Lance  Stroll  STR,18,15
Stoffel  Vandoorne  VAN,19,16
Fernando  Alonso  ALO,20,14
