driver,fp3_pos,race_pos
Felipe  Massa  MAS,1,8
Lance  Stroll  STR,2,7
Nico  Hulkenberg  HUL,3,13
Carlos  Sainz  SAI,4,14
Marcus  Ericsson  ERI,6,18
Daniil  Kvyat  KVY,7,12
Daniel  Ricciardo  RIC,8,4
Max  Verstappen  VER,9,10
Sebastian  Vettel  VET,10,3
Kimi  Räikkönen  RAI,11,5
Fernando  Alonso  ALO,12,17
Romain  Grosjean  GRO,14,15
Kevin  Magnussen  MAG,15,11
Esteban  Ocon  OCO,16,6
Pascal  Wehrlein  WEH,17,16
Valtteri  Bottas  BOT,18,2
Sergio  Perez  PER,19,9
Lewis  Hamilton  HAM,20,1
