driver,fp3_pos,race_pos
Valtteri  Bottas  BOT,2,12
Lewis  Hamilton  HAM,3,1
Sergio  Perez  PER,4,3
Felipe  Massa  MAS,5,4
Jenson  Button  BUT,7,9
Pastor  Maldonado  MAL,8,7
Fernando  Alonso  ALO,9,11
Felipe  Nasr  NAS,10,6
Daniil  Kvyat  KVY,11,5
Kimi  Räikkönen  RAI,12,8
Sebastian  Vettel  VET,16,2
Max  Verstappen  VER,17,10
Daniel  Ricciardo  RIC,18,15
Roberto  Merhi  MER,19,13
Will  Stevens  STE,20,14
