driver,fp3_pos,race_pos
Nico  Rosberg  ROS,1,2
Lewis  Hamilton  HAM,2,1
Sebastian  Vettel  VET,3,5
Max  Verstappen  VER,5,3
Daniel  Ricciardo  RIC,6,8
Valtteri  Bottas  BOT,7,11
Fernando  Alonso  ALO,10,10
Nico  Hulkenberg  HUL,11,7
Sergio  Perez  PER,12,4
Kevin  Magnussen  MAG,13,14
Carlos  Sainz  SAI,14,6
Daniil  Kvyat  KVY,17,13
Jenson  Button  BUT,18,16
Pascal  Wehrlein  WEH,19,15
Felipe  Nasr  NAS,20,9
