driver,fp3_pos,race_pos
Lewis  Hamilton  HAM,1,1
Sebastian  Vettel  VET,2,2
Valtteri  Bottas  BOT,3,5
Kimi  Räikkönen  RAI,4,3
Max  Verstappen  VER,5,4
Felipe  Massa  MAS,6,9
Carlos  Sainz  SAI,8,7
Sergio  Perez  PER,10,8
Esteban  Ocon  OCO,11,6
Lance  Stroll  STR,12,11
Stoffel  Vandoorne  VAN,14,12
Brendon  Hartley  HAR,15,13
Kevin  Magnussen  MAG,16,16
Marcus  Ericsson  ERI,17,15
Romain  Grosjean  GRO,19,14
Daniil  Kvyat  KVY,20,10
