driver,fp3_pos,race_pos
Fernando  Alonso  ALO,1,4
Daniel  Ricciardo  RIC,2,3
Jean-Eric  Vergne  VER,4,6
Sebastian  Vettel  VET,5,2
Lewis  Hamilton  HAM,6,1
Felipe  Massa  MAS,7,5
Valtteri  Bottas  BOT,8,11
Kimi  Räikkönen  RAI,9,8
Nico  Hulkenberg  HUL,11,9
Kevin  Magnussen  MAG,12,10
Daniil  Kvyat  KVY,14,14
Sergio  Perez  PER,15,7
Romain  Grosjean  GRO,17,13
Pastor  Maldonado  MAL,18,12
Jules  Bianchi  BIA,19,16
