driver,fp3_pos,race_pos
Valtteri  Bottas  BOT,1,7
Carlos  Sainz  SAI,2,8
Charles  Leclerc  LEC,3,10
Fernando  Alonso  ALO,4,16
Sebastian  Vettel  VET,5,5
Stoffel  Vandoorne  VAN,6,12
Marcus  Ericsson  ERI,8,13
Daniel  Ricciardo  RIC,10,4
Lewis  Hamilton  HAM,12,1
Kimi  Räikkönen  RAI,13,3
Lance  Stroll  STR,14,17
Sergey  Sirotkin  SIR,15,15
Kevin  Magnussen  MAG,16,6
Brendon  Hartley  HAR,17,14
Romain  Grosjean  GRO,18,11
Nico  Hulkenberg  HUL,19,9
Max  Verstappen  VER,20,2
