driver,fp3_pos,race_pos
Lewis  Hamilton  HAM,1,2
Valtteri  Bottas  BOT,2,1
Kimi  Räikkönen  RAI,3,4
Sebastian  Vettel  VET,4,3
Max  Verstappen  VER,6,5
Fernando  Alonso  ALO,7,9
Stoffel  Vandoorne  VAN,8,12
Sergio  Perez  PER,10,7
Felipe  Massa  MAS,11,10
Nico  Hulkenberg  HUL,12,6
Esteban  Ocon  OCO,13,8
Kevin  Magnussen  MAG,14,13
Romain  Grosjean  GRO,15,11
Pascal  Wehrlein  WEH,16,14
Lance  Stroll  STR,17,18
Pierre  Gasly  GAS,18,16
Marcus  Ericsson  ERI,19,17
Brendon  Hartley  HAR,20,15
