driver,fp3_pos,race_pos
Max  Verstappen  VER,1,3
Sebastian  Vettel  VET,2,1
Kimi  Räikkönen  RAI,3,6
Lewis  Hamilton  HAM,4,5
Daniel  Ricciardo  RIC,5,4
Valtteri  Bottas  BOT,6,2
Sergio  Perez  PER,7,14
Nico  Hulkenberg  HUL,8,7
Romain  Grosjean  GRO,9,12
Stoffel  Vandoorne  VAN,10,16
Esteban  Ocon  OCO,11,9
Carlos  Sainz  SAI,14,8
Pierre  Gasly  GAS,15,11
Charles  Leclerc  LEC,16,10
Kevin  Magnussen  MAG,17,13
Sergey  Sirotkin  SIR,18,17
Marcus  Ericsson  ERI,19,15
