driver,fp3_pos,race_pos
Lewis  Hamilton  HAM,1,1
Nico  Rosberg  ROS,2,2
Kimi  Räikkönen  RAI,3,8
Sebastian  Vettel  VET,4,3
Felipe  Massa  MAS,7,4
Valtteri  Bottas  BOT,8,5
Daniil  Kvyat  KVY,9,6
Nico  Hulkenberg  HUL,11,7
Sergio  Perez  PER,13,9
Marcus  Ericsson  ERI,17,11
Fernando  Alonso  ALO,18,10
Will  Stevens  STE,19,13
Roberto  Merhi  MER,20,12
