driver,fp3_pos,race_pos
Sebastian  Vettel  VET,1,2
Valtteri  Bottas  BOT,2,5
Kimi  Räikkönen  RAI,3,3
Lewis  Hamilton  HAM,4,1
Daniel  Ricciardo  RIC,5,4
Carlos  Sainz  SAI,7,9
Nico  Hulkenberg  HUL,8,12
Romain  Grosjean  GRO,9,10
Pierre  Gasly  GAS,10,6
Kevin  Magnussen  MAG,11,7
Brendon  Hartley  HAR,12,11
Fernando  Alonso  ALO,14,8
Esteban  Ocon  OCO,15,13
Sergey  Sirotkin  SIR,16,16
Marcus  Ericsson  ERI,18,15
Sergio  Perez  PER,19,14
Lance  Stroll  STR,20,17
