driver,fp3_pos,race_pos
Nico  Rosberg  ROS,1,2
Lewis  Hamilton  HAM,2,1
Felipe  Massa  MAS,4,7
Valtteri  Bottas  BOT,5,6
Daniel  Ricciardo  RIC,6,4
Kevin  Magnussen  MAG,7,14
Jean-Eric  Vergne  VER,8,9
Daniil  Kvyat  KVY,9,11
Jenson  Button  BUT,10,5
Nico  Hulkenberg  HUL,11,8
Kimi  Räikkönen  RAI,12,12
Sergio  Perez  PER,13,10
Esteban  Gutierrez GUT,14,13
Sebastian  Vettel  VET,15,3
Romain  Grosjean  GRO,16,15
Pastor  Maldonado  MAL,17,16
Marcus  Ericsson  ERI,19,17
Max  Chilton  CHI,20,18
