driver,fp3_pos,race_pos
Kimi  Räikkönen  RAI,1,9
Daniel  Ricciardo  RIC,2,2
Sebastian  Vettel  VET,3,6
Valtteri  Bottas  BOT,4,8
Lewis  Hamilton  HAM,5,3
Nico  Hulkenberg  HUL,6,4
Nico  Rosberg  ROS,7,1
Felipe  Massa  MAS,8,10
Sergio  Perez  PER,9,5
Romain  Grosjean  GRO,10,13
Fernando  Alonso  ALO,11,7
Esteban  Gutierrez GUT,12,12
Daniil  Kvyat  KVY,16,14
Jolyon  Palmer  PAL,18,15
Felipe  Nasr  NAS,19,17
Esteban  Ocon  OCO,20,16
