driver,fp3_pos,race_pos
Lewis  Hamilton  HAM,1,1
Nico  Rosberg  ROS,2,2
Sebastian  Vettel  VET,3,3
Kimi  Räikkönen  RAI,4,4
Daniel  Ricciardo  RIC,5,9
Carlos  Sainz  SAI,7,13
Valtteri  Bottas  BOT,8,6
Max  Verstappen  VER,9,17
Romain  Grosjean  GRO,10,7
Felipe  Massa  MAS,11,5
Marcus  Ericsson  ERI,13,10
Felipe  Nasr  NAS,14,8
Jenson  Button  BUT,15,14
Sergio  Perez  PER,17,11
Will  Stevens  STE,18,15
Roberto  Merhi  MER,19,16
Fernando  Alonso  ALO,20,12
