driver,fp3_pos,race_pos
Valtteri  Bottas  BOT,1,3
Lewis  Hamilton  HAM,2,2
Felipe  Massa  MAS,3,4
Nico  Rosberg  ROS,5,1
Fernando  Alonso  ALO,6,5
Daniel  Ricciardo  RIC,7,8
Kevin  Magnussen  MAG,8,7
Kimi  Räikkönen  RAI,9,10
Nico  Hulkenberg  HUL,11,9
Pastor  Maldonado  MAL,12,12
Romain  Grosjean  GRO,14,14
Sergio  Perez  PER,15,6
Adrian  Sutil  SUT,16,13
Esteban  Gutierrez GUT,17,19
Jules  Bianchi  BIA,18,15
Kamui  Kobayashi  KOB,19,16
Marcus  Ericsson  ERI,20,18
