driver,fp3_pos,race_pos
Lewis  Hamilton  HAM,1,2
Nico  Rosberg  ROS,2,1
Kimi  Räikkönen  RAI,4,3
Felipe  Massa  MAS,5,5
Valtteri  Bottas  BOT,6,4
Jenson  Button  BUT,8,10
Carlos  Sainz  SAI,9,12
Sergio  Perez  PER,10,9
Daniel  Ricciardo  RIC,11,11
Fernando  Alonso  ALO,12,6
Daniil  Kvyat  KVY,13,15
Esteban  Gutierrez GUT,15,17
Kevin  Magnussen  MAG,16,7
Romain  Grosjean  GRO,17,8
Jolyon  Palmer  PAL,18,13
Pascal  Wehrlein  WEH,20,18
