driver,fp3_pos,race_pos
Valtteri  Bottas  BOT,1,2
Kimi  Räikkönen  RAI,2,14
Lewis  Hamilton  HAM,3,5
Daniel  Ricciardo  RIC,4,1
Esteban  Ocon  OCO,5,6
Lance  Stroll  STR,9,3
Sebastian  Vettel  VET,12,4
Carlos  Sainz  SAI,13,8
Fernando  Alonso  ALO,14,9
Kevin  Magnussen  MAG,15,7
Stoffel  Vandoorne  VAN,16,12
Romain  Grosjean  GRO,17,13
Marcus  Ericsson  ERI,18,11
Pascal  Wehrlein  WEH,19,10
