driver,fp3_pos,race_pos
Nico  Rosberg  ROS,1,1
Max  Verstappen  VER,2,6
Kimi  Räikkönen  RAI,3,4
Daniel  Ricciardo  RIC,4,2
Sebastian  Vettel  VET,5,5
Daniil  Kvyat  KVY,7,9
Lewis  Hamilton  HAM,8,3
Carlos  Sainz  SAI,9,14
Sergio  Perez  PER,11,8
Fernando  Alonso  ALO,12,7
Esteban  Gutierrez GUT,13,11
Felipe  Massa  MAS,14,12
Kevin  Magnussen  MAG,15,10
Felipe  Nasr  NAS,17,13
Marcus  Ericsson  ERI,19,17
Jolyon  Palmer  PAL,20,15
