driver,fp3_pos,race_pos
Lewis  Hamilton  HAM,1,2
Nico  Rosberg  ROS,2,1
Sebastian  Vettel  VET,3,3
Kimi  Räikkönen  RAI,4,4
Valtteri  Bottas  BOT,5,6
Felipe  Massa  MAS,6,9
Daniel  Ricciardo  RIC,7,5
Max  Verstappen  VER,8,7
Sergio  Perez  PER,9,8
Esteban  Gutierrez GUT,10,13
Nico  Hulkenberg  HUL,11,10
Jenson  Button  BUT,12,12
Carlos  Sainz  SAI,13,15
Romain  Grosjean  GRO,14,11
Marcus  Ericsson  ERI,16,16
Fernando  Alonso  ALO,17,14
Kevin  Magnussen  MAG,19,17
