driver,fp3_pos,race_pos
Nico  Rosberg  ROS,1,3
Lewis  Hamilton  HAM,2,2
Kimi  Räikkönen  RAI,3,4
Sebastian  Vettel  VET,4,1
Felipe  Massa  MAS,5,6
Valtteri  Bottas  BOT,6,5
Daniel  Ricciardo  RIC,7,10
Carlos  Sainz  SAI,8,8
Max  Verstappen  VER,9,7
Romain  Grosjean  GRO,11,11
Daniil  Kvyat  KVY,13,9
Nico  Hulkenberg  HUL,14,14
Sergio  Perez  PER,16,13
Felipe  Nasr  NAS,17,12
Roberto  Merhi  MER,19,15
