driver,fp3_pos,race_pos
Daniel  Ricciardo  RIC,1,4
Felipe  Massa  MAS,2,15
Nico  Hulkenberg  HUL,4,6
Kimi  Räikkönen  RAI,5,8
Pastor  Maldonado  MAL,6,14
Daniil  Kvyat  KVY,7,10
Valtteri  Bottas  BOT,8,7
Jenson  Button  BUT,9,11
Sergio  Perez  PER,10,9
Sebastian  Vettel  VET,11,5
Jean-Eric  Vergne  VER,12,12
Max  Chilton  CHI,14,19
Esteban  Gutierrez GUT,15,16
Kamui  Kobayashi  KOB,16,18
Jules  Bianchi  BIA,17,17
Marcus  Ericsson  ERI,18,20
Nico  Rosberg  ROS,19,2
Kevin  Magnussen  MAG,20,13
