driver,fp3_pos,race_pos
Sebastian  Vettel  VET,2,2
Lewis  Hamilton  HAM,3,1
Daniel  Ricciardo  RIC,6,3
Nico  Hulkenberg  HUL,7,6
Felipe  Massa  MAS,8,13
Carlos  Sainz  SAI,9,7
Fernando  Alonso  ALO,10,12
Romain  Grosjean  GRO,11,10
Kevin  Magnussen  MAG,12,14
Sergio  Perez  PER,13,4
Esteban  Ocon  OCO,14,5
Daniil  Kvyat  KVY,15,9
Marcus  Ericsson  ERI,16,11
Lance  Stroll  STR,17,16
Jolyon  Palmer  PAL,18,15
Pascal  Wehrlein  WEH,20,8
