driver,fp3_pos,race_pos
Lewis  Hamilton  HAM,1,1
Nico  Rosberg  ROS,2,2
Valtteri  Bottas  BOT,3,3
Daniel  Ricciardo  RIC,4,7
Felipe  Massa  MAS,5,11
Daniil  Kvyat  KVY,6,14
Kimi  Räikkönen  RAI,7,9
Fernando  Alonso  ALO,8,6
Jean-Eric  Vergne  VER,9,13
Sebastian  Vettel  VET,10,8
Jenson  Button  BUT,11,4
Nico  Hulkenberg  HUL,12,12
Sergio  Perez  PER,13,10
Adrian  Sutil  SUT,14,16
Esteban  Gutierrez GUT,15,15
Romain  Grosjean  GRO,16,17
Kevin  Magnussen  MAG,17,5
Marcus  Ericsson  ERI,18,19
