driver,fp3_pos,race_pos
Sebastian  Vettel  VET,1,2
Lewis  Hamilton  HAM,2,4
Valtteri  Bottas  BOT,3,1
Kimi  Räikkönen  RAI,4,5
Daniel  Ricciardo  RIC,6,3
Romain  Grosjean  GRO,8,6
Daniil  Kvyat  KVY,9,16
Esteban  Ocon  OCO,11,8
Nico  Hulkenberg  HUL,12,13
Stoffel  Vandoorne  VAN,13,12
Jolyon  Palmer  PAL,14,11
Lance  Stroll  STR,16,10
Felipe  Massa  MAS,17,9
Sergio  Perez  PER,18,7
Marcus  Ericsson  ERI,19,15
Pascal  Wehrlein  WEH,20,14
