driver,fp3_pos,race_pos
Charles  Leclerc  LEC,1,15
Marcus  Ericsson  ERI,2,9
Pierre  Gasly  GAS,5,14
Brendon  Hartley  HAR,6,10
Nico  Hulkenberg  HUL,7,5
Kimi  Räikkönen  RAI,8,3
Romain  Grosjean  GRO,10,6
Kevin  Magnussen  MAG,11,11
Max  Verstappen  VER,12,4
Fernando  Alonso  ALO,13,16
Stoffel  Vandoorne  VAN,14,13
Carlos  Sainz  SAI,16,12
Valtteri  Bottas  BOT,17,2
Esteban  Ocon  OCO,18,8
Sergio  Perez  PER,19,7
Lewis  Hamilton  HAM,20,1
