driver,fp3_pos,race_pos
Sebastian  Vettel  VET,1,5
Daniel  Ricciardo  RIC,2,3
Pastor  Maldonado  MAL,3,17
Romain  Grosjean  GRO,4,12
Adrian  Sutil  SUT,5,13
Daniil  Kvyat  KVY,6,9
Kevin  Magnussen  MAG,7,7
Jenson  Button  BUT,8,4
Valtteri  Bottas  BOT,9,2
Jean-Eric  Vergne  VER,11,10
Nico  Hulkenberg  HUL,14,8
Sergio  Perez  PER,15,11
Jules  Bianchi  BIA,17,14
Kamui  Kobayashi  KOB,18,15
Max  Chilton  CHI,19,16
Fernando  Alonso  ALO,20,6
