driver,fp3_pos,race_pos
Sebastian  Vettel  VET,1,6
Lewis  Hamilton  HAM,2,1
Valtteri  Bottas  BOT,3,5
Kimi  Räikkönen  RAI,4,3
Max  Verstappen  VER,5,2
Daniel  Ricciardo  RIC,6,4
Kevin  Magnussen  MAG,7,9
Romain  Grosjean  GRO,8,8
Pierre  Gasly  GAS,9,13
Charles  Leclerc  LEC,10,7
Esteban  Ocon  OCO,12,14
Carlos  Sainz  SAI,14,12
Sergey  Sirotkin  SIR,15,16
Brendon  Hartley  HAR,16,11
Lance  Stroll  STR,17,18
Fernando  Alonso  ALO,18,17
Sergio  Perez  PER,19,10
Stoffel  Vandoorne  VAN,20,15
