driver,fp3_pos,race_pos
Kimi  Räikkönen  RAI,1,4
Sebastian  Vettel  VET,2,2
Lewis  Hamilton  HAM,3,1
Valtteri  Bottas  BOT,5,5
Daniel  Ricciardo  RIC,6,3
Jolyon  Palmer  PAL,7,13
Sergio  Perez  PER,8,17
Carlos  Sainz  SAI,9,10
Nico  Hulkenberg  HUL,11,6
Esteban  Ocon  OCO,12,9
Romain  Grosjean  GRO,13,7
Stoffel  Vandoorne  VAN,14,14
Lance  Stroll  STR,15,11
Felipe  Massa  MAS,16,8
Kevin  Magnussen  MAG,17,15
Daniil  Kvyat  KVY,18,12
Marcus  Ericsson  ERI,20,16
