driver,fp3_pos,race_pos
Lewis  Hamilton  HAM,1,1
Valtteri  Bottas  BOT,2,2
Sebastian  Vettel  VET,3,4
Daniel  Ricciardo  RIC,5,5
Kevin  Magnussen  MAG,6,6
Carlos  Sainz  SAI,8,7
Fernando  Alonso  ALO,9,8
Max  Verstappen  VER,12,3
Charles  Leclerc  LEC,15,10
Sergio  Perez  PER,16,9
Brendon  Hartley  HAR,17,12
Marcus  Ericsson  ERI,18,13
Lance  Stroll  STR,19,11
Sergey  Sirotkin  SIR,20,14
