driver,fp3_pos,race_pos
Lewis  Hamilton  HAM,2,2
Sebastian  Vettel  VET,3,1
Valtteri  Bottas  BOT,4,3
Kimi  Räikkönen  RAI,5,4
Felipe  Massa  MAS,6,6
Daniel  Ricciardo  RIC,7,5
Nico  Hulkenberg  HUL,8,9
Daniil  Kvyat  KVY,10,12
Sergio  Perez  PER,11,7
Fernando  Alonso  ALO,12,14
Pascal  Wehrlein  WEH,13,11
Esteban  Ocon  OCO,16,10
Romain  Grosjean  GRO,18,8
Jolyon  Palmer  PAL,20,13
