driver,fp3_pos,race_pos
Sebastian  Vettel  VET,3,3
Max  Verstappen  VER,4,1
Daniel  Ricciardo  RIC,5,4
Kimi  Räikkönen  RAI,6,2
Valtteri  Bottas  BOT,7,5
Sergio  Perez  PER,8,7
Daniil  Kvyat  KVY,9,10
Felipe  Massa  MAS,12,8
Carlos  Sainz  SAI,13,6
Jenson  Button  BUT,15,9
Kevin  Magnussen  MAG,16,15
Esteban  Gutierrez GUT,17,11
Jolyon  Palmer  PAL,18,13
Felipe  Nasr  NAS,19,14
Marcus  Ericsson  ERI,20,12
