driver,fp3_pos,race_pos
Lewis  Hamilton  HAM,1,1
Nico  Rosberg  ROS,2,2
Sergio  Perez  PER,3,3
Valtteri  Bottas  BOT,4,8
Felipe  Massa  MAS,5,7
Jenson  Button  BUT,6,17
Fernando  Alonso  ALO,7,9
Nico  Hulkenberg  HUL,8,5
Daniil  Kvyat  KVY,9,11
Kimi  Räikkönen  RAI,10,10
Daniel  Ricciardo  RIC,13,4
Kamui  Kobayashi  KOB,16,15
Jules  Bianchi  BIA,17,16
Pastor  Maldonado  MAL,18,14
Romain  Grosjean  GRO,20,12
