driver,fp3_pos,race_pos
Nico  Rosberg  ROS,1,1
Lewis  Hamilton  HAM,2,2
Daniel  Ricciardo  RIC,3,5
Daniil  Kvyat  KVY,5,4
Sergio  Perez  PER,6,8
Valtteri  Bottas  BOT,7,3
Carlos  Sainz  SAI,8,13
Felipe  Massa  MAS,9,6
Nico  Hulkenberg  HUL,10,7
Max  Verstappen  VER,11,9
Pastor  Maldonado  MAL,12,11
Romain  Grosjean  GRO,13,10
Marcus  Ericsson  ERI,14,12
Will  Stevens  STE,18,16
Alexander  Rossi  RSI,19,15
Jenson  Button  BUT,20,14
