driver,fp3_pos,race_pos
Sebastian  Vettel  VET,1,4
Lewis  Hamilton  HAM,2,1
Kimi  Räikkönen  RAI,3,2
Valtteri  Bottas  BOT,4,3
Max  Verstappen  VER,5,5
Kevin  Magnussen  MAG,6,16
Esteban  Ocon  OCO,7,6
Charles  Leclerc  LEC,9,11
Sergio  Perez  PER,11,7
Pierre  Gasly  GAS,12,14
Carlos  Sainz  SAI,13,8
Sergey  Sirotkin  SIR,14,10
Lance  Stroll  STR,15,9
Marcus  Ericsson  ERI,16,15
Stoffel  Vandoorne  VAN,18,12
Nico  Hulkenberg  HUL,19,13
