driver,fp3_pos,race_pos
Nico  Rosberg  ROS,1,1
Lewis  Hamilton  HAM,2,2
Felipe  Massa  MAS,3,3
Valtteri  Bottas  BOT,4,10
Jenson  Button  BUT,6,4
Kimi  Räikkönen  RAI,7,7
Fernando  Alonso  ALO,8,6
Kevin  Magnussen  MAG,9,9
Daniil  Kvyat  KVY,10,11
Sebastian  Vettel  VET,11,5
Pastor  Maldonado  MAL,12,12
Adrian  Sutil  SUT,13,16
Romain  Grosjean  GRO,14,17
Jean-Eric  Vergne  VER,15,13
Esteban  Gutierrez GUT,16,14
Nico  Hulkenberg  HUL,17,8
Sergio  Perez  PER,18,15
