driver,fp3_pos,race_pos
Lewis  Hamilton  HAM,1,1
Sebastian  Vettel  VET,2,3
Nico  Rosberg  ROS,3,2
Felipe  Massa  MAS,5,4
Carlos  Sainz  SAI,9,9
Felipe  Nasr  NAS,10,5
Marcus  Ericsson  ERI,12,8
Nico  Hulkenberg  HUL,13,7
Sergio  Perez  PER,14,10
Daniel  Ricciardo  RIC,15,6
Jenson  Button  BUT,17,11
