driver,fp3_pos,race_pos
Sebastian  Vettel  VET,1,1
Valtteri  Bottas  BOT,2,3
Lewis  Hamilton  HAM,3,2
Kimi  Räikkönen  RAI,4,4
Nico  Hulkenberg  HUL,5,11
Carlos  Sainz  SAI,8,8
Daniil  Kvyat  KVY,9,9
Felipe  Massa  MAS,11,6
Max  Verstappen  VER,12,5
Sergio  Perez  PER,13,7
Stoffel  Vandoorne  VAN,15,13
Esteban  Ocon  OCO,16,10
Antonio  Giovinazzi  GIO,20,12
