driver,fp3_pos,race_pos
Sebastian  Vettel  VET,1,4
Lewis  Hamilton  HAM,2,1
Nico  Rosberg  ROS,3,7
Daniel  Ricciardo  RIC,4,2
Carlos  Sainz  SAI,7,8
Sergio  Perez  PER,8,3
Nico  Hulkenberg  HUL,10,6
Felipe  Massa  MAS,11,10
Fernando  Alonso  ALO,12,5
Jenson  Button  BUT,13,9
Valtteri  Bottas  BOT,14,12
Esteban  Gutierrez GUT,15,11
Romain  Grosjean  GRO,17,13
