driver,fp3_pos,race_pos
Lewis  Hamilton  HAM,1,3
Nico  Rosberg  ROS,2,4
Sebastian  Vettel  VET,3,7
Daniel  Ricciardo  RIC,4,1
Valtteri  Bottas  BOT,5,8
Fernando  Alonso  ALO,6,2
Kimi  Räikkönen  RAI,7,6
Kevin  Magnussen  MAG,8,12
Jean-Eric  Vergne  VER,9,9
Daniil  Kvyat  KVY,10,14
Felipe  Massa  MAS,11,5
Jenson  Button  BUT,12,10
Pastor  Maldonado  MAL,13,13
Adrian  Sutil  SUT,15,11
Max  Chilton  CHI,20,16
