driver,fp3_pos,race_pos
Nico  Rosberg  ROS,1,1
Jenson  Button  BUT,2,3
Fernando  Alonso  ALO,3,4
Nico  Hulkenberg  HUL,6,6
Kimi  Räikkönen  RAI,7,7
Kevin  Magnussen  MAG,8,2
Sergio  Perez  PER,9,10
Daniil  Kvyat  KVY,11,9
Jean-Eric  Vergne  VER,13,8
Adrian  Sutil  SUT,15,11
Max  Chilton  CHI,17,13
Valtteri  Bottas  BOT,20,5
