driver,fp3_pos,race_pos
Sebastian  Vettel  VET,1,2
Kimi  Räikkönen  RAI,2,5
Valtteri  Bottas  BOT,3,6
Lewis  Hamilton  HAM,4,1
Felipe  Massa  MAS,5,14
Max  Verstappen  VER,6,3
Daniel  Ricciardo  RIC,7,4
Jolyon  Palmer  PAL,9,13
Carlos  Sainz  SAI,10,7
Nico  Hulkenberg  HUL,11,12
Kevin  Magnussen  MAG,12,8
Sergio  Perez  PER,13,9
Romain  Grosjean  GRO,14,11
Esteban  Ocon  OCO,16,10
Marcus  Ericsson  ERI,18,15
