driver,fp3_pos,race_pos
Sebastian  Vettel  VET,1,2
Valtteri  Bottas  BOT,2,10
Sergio  Perez  PER,3,11
Carlos  Sainz  SAI,4,9
Esteban  Gutierrez GUT,5,14
Kevin  Magnussen  MAG,7,17
Pascal  Wehrlein  WEH,8,18
Max  Verstappen  VER,9,8
Nico  Hulkenberg  HUL,10,15
Felipe  Nasr  NAS,11,20
Kimi  Räikkönen  RAI,12,5
Felipe  Massa  MAS,13,6
Jenson  Button  BUT,15,13
Fernando  Alonso  ALO,16,12
Romain  Grosjean  GRO,17,19
Daniil  Kvyat  KVY,18,3
Nico  Rosberg  ROS,19,1
Daniel  Ricciardo  RIC,20,4
