driver,fp3_pos,race_pos
Sebastian  Vettel  VET,1,3
Max  Verstappen  VER,2,4
Kimi  Räikkönen  RAI,3,6
Lewis  Hamilton  HAM,4,1
Nico  Rosberg  ROS,5,2
Daniel  Ricciardo  RIC,6,5
Sergio  Perez  PER,7,8
Nico  Hulkenberg  HUL,8,7
Esteban  Gutierrez GUT,10,12
Fernando  Alonso  ALO,11,10
Jolyon  Palmer  PAL,12,17
Felipe  Massa  MAS,14,9
Romain  Grosjean  GRO,15,11
Pascal  Wehrlein  WEH,17,14
Felipe  Nasr  NAS,19,16
Esteban  Ocon  OCO,20,13
