driver,fp3_pos,race_pos
Sebastian  Vettel  VET,1,1
Lewis  Hamilton  HAM,3,2
Valtteri  Bottas  BOT,4,4
Max  Verstappen  VER,5,3
Sergio  Perez  PER,8,5
Esteban  Ocon  OCO,10,6
Marcus  Ericsson  ERI,11,10
Romain  Grosjean  GRO,12,7
Carlos  Sainz  SAI,13,11
Kevin  Magnussen  MAG,14,8
Pierre  Gasly  GAS,15,9
Brendon  Hartley  HAR,16,14
Lance  Stroll  STR,17,13
Sergey  Sirotkin  SIR,18,12
Stoffel  Vandoorne  VAN,20,15
