driver,fp3_pos,race_pos
Sebastian  Vettel  VET,1,3
Kimi  Räikkönen  RAI,4,2
Max  Verstappen  VER,5,1
Romain  Grosjean  GRO,7,4
Kevin  Magnussen  MAG,8,5
Carlos  Sainz  SAI,9,12
Charles  Leclerc  LEC,10,9
Pierre  Gasly  GAS,12,11
Esteban  Ocon  OCO,13,6
Fernando  Alonso  ALO,14,8
Sergio  Perez  PER,15,7
Marcus  Ericsson  ERI,16,10
Stoffel  Vandoorne  VAN,18,15
Lance  Stroll  STR,19,14
Sergey  Sirotkin  SIR,20,13
