driver,fp3_pos,race_pos
Lewis  Hamilton  HAM,1,1
Sebastian  Vettel  VET,2,3
Carlos  Sainz  SAI,5,7
Daniel  Ricciardo  RIC,8,10
Nico  Rosberg  ROS,9,2
Sergio  Perez  PER,11,5
Pastor  Maldonado  MAL,13,8
Fernando  Alonso  ALO,14,11
Jenson  Button  BUT,16,6
Alexander  Rossi  RSI,18,12
Felipe  Nasr  NAS,19,9
Max  Verstappen  VER,20,4
