driver,fp3_pos,race_pos
Sebastian  Vettel  VET,1,4
Lewis  Hamilton  HAM,2,2
Sergio  Perez  PER,4,9
Nico  Rosberg  ROS,5,1
Felipe  Massa  MAS,6,3
Valtteri  Bottas  BOT,7,5
Max  Verstappen  VER,8,8
Pastor  Maldonado  MAL,9,7
Nico  Hulkenberg  HUL,11,6
Marcus  Ericsson  ERI,12,13
Daniil  Kvyat  KVY,14,12
Daniel  Ricciardo  RIC,16,10
Felipe  Nasr  NAS,17,11
Roberto  Merhi  MER,20,14
